Title,URL,Severity
TensorFlow vulnerable to `CHECK` fail in `EmptyTensorList`,https://github.com/advisories/GHSA-qhw4-wwr7-gjc5,Moderate
TensorFlow vulnerable to null dereference on MLIR on empty function attributes,https://github.com/advisories/GHSA-fqxc-pvf8-2w9v,Moderate
TensorFlow vulnerable to `CHECK` fail in `DrawBoundingBoxes`,https://github.com/advisories/GHSA-jqm7-m5q7-3hm5,Moderate
TensorFlow vulnerable to `CHECK` fail in `Unbatch`,https://github.com/advisories/GHSA-mh3m-62v7-68xg,Moderate
TensorFlow vulnerable to null-dereference in `mlir::tfg::GraphDefImporter::ConvertNodeDef`,https://github.com/advisories/GHSA-828c-5j5q-vrjq,Moderate
TensorFlow vulnerable to null dereference on MLIR on empty function attributes,https://github.com/advisories/GHSA-fv43-93gv-vm8f,Moderate
TensorFlow vulnerable to segfault in `Requantize`,https://github.com/advisories/GHSA-wqmc-pm8c-2jhc,Moderate
TensorFlow vulnerable to `CHECK` fail in `RandomPoissonV2`,https://github.com/advisories/GHSA-cv2p-32v3-vhwq,Moderate
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVarsGradient`,https://github.com/advisories/GHSA-r26c-679w-mrjm,Moderate
TensorFlow vulnerable to `CHECK` fail in `AudioSummaryV2`,https://github.com/advisories/GHSA-g9h5-vr8m-x2h4,Moderate
TensorFlow vulnerable to `CHECK` fail in `tf.random.gamma`,https://github.com/advisories/GHSA-mv8m-8x97-937q,Moderate
TensorFlow vulnerable to `CHECK`-fail in `tensorflow::full_type::SubstituteFromAttrs`,https://github.com/advisories/GHSA-g468-qj8g-vcjc,Low
TensorFlow vulnerable to null-dereference in `mlir::tfg::TFOp::nameAttr`,https://github.com/advisories/GHSA-7j3m-8g3c-9qqq,Moderate
TensorFlow vulnerable to integer overflow in math ops,https://github.com/advisories/GHSA-rh87-q4vg-m45j,Low
TensorFlow vulnerable to assertion fail on MLIR empty edge names,https://github.com/advisories/GHSA-jvhc-5hhr-w3v5,Moderate
TensorFlow vulnerable to `CHECK` fail in `DenseBincount`,https://github.com/advisories/GHSA-w62h-8xjm-fv49,Moderate
TensorFlow vulnerable to `CHECK` failure in `AvgPoolOp`,https://github.com/advisories/GHSA-mgmh-g2v6-mqw5,Moderate
TensorFlow vulnerable to `CHECK` fail in `QuantizeAndDequantizeV3`,https://github.com/advisories/GHSA-9cr2-8pwr-fhfq,Moderate
TensorFlow vulnerable to `CHECK` fail in `RaggedTensorToVariant`,https://github.com/advisories/GHSA-m6cv-4fmf-66xf,Moderate
TensorFlow vulnerable to `CHECK` fail in `FakeQuantWithMinMaxVarsPerChannel`,https://github.com/advisories/GHSA-9j4v-pp28-mxv7,Moderate
TensorFlow segfault TFLite converter on per-channel quantized transposed convolutions,https://github.com/advisories/GHSA-79h2-q768-fpxr,Moderate
TensorFlow vulnerable to OOB write in `scatter_nd` in TF Lite,https://github.com/advisories/GHSA-ffjm-4qwc-7cmf,High
TensorFlow vulnerable to OOB read in `Gather_nd` in TF Lite,https://github.com/advisories/GHSA-pxrw-j2fv-hx3h,High
OAuthLib vulnerable to DoS when attacker provides malicious IPV6 URI,https://github.com/advisories/GHSA-3pgj-pg6c-r5p7,Moderate
TensorFlow vulnerable to `CHECK` failure in tf.reshape via overflows,https://github.com/advisories/GHSA-f4w6-h4f5-wx45,Moderate
TensorFlow vulnerable to `CHECK` failure in `SobolSample` via missing validation,https://github.com/advisories/GHSA-97p7-w86h-vcf9,Moderate
Hyperledger indy-node vulnerable to denial of service,https://github.com/advisories/GHSA-x996-7qh9-7ff7,High
Poetry Argument Injection can lead to Local Code Execution,https://github.com/advisories/GHSA-9xgj-fcgf-x6mw,High
TensorFlow vulnerable to `CHECK` fail in `tf.sparse.cross`,https://github.com/advisories/GHSA-p7hr-f446-x6qf,Moderate
TensorFlow vulnerable to `CHECK` fail in `Conv2DBackpropInput`,https://github.com/advisories/GHSA-37jf-mjv6-xfqw,Moderate
mangadex-downloader vulnerable to unauthorized file reading,https://github.com/advisories/GHSA-r9x7-2xmr-v8fw,Moderate
mako is vulnerable to Regular Expression Denial of Service,https://github.com/advisories/GHSA-v973-fxgf-6xhp,High
VNCAuthProxy authentication bypass vulnerability,https://github.com/advisories/GHSA-237r-mx84-7x8c,Critical
rdiffweb CSRF vulnerability in profile's SSH keys can lead to unauthorized access,https://github.com/advisories/GHSA-vq4h-xrwc-m639,High
Python-TUF vulnerable to incorrect threshold signature computation for new root metadata,https://github.com/advisories/GHSA-r7vq-6425-j94w,Low
rdiffweb Missing Custom Error Page,https://github.com/advisories/GHSA-ch4c-278q-5654,Moderate
rdiffweb vulnerable to Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,https://github.com/advisories/GHSA-mjw4-xvx6-3grg,High
rdiffweb contains Weak Password Requirements,https://github.com/advisories/GHSA-mp5p-g2jv-r8qw,High
LIEF contains segmentation violation,https://github.com/advisories/GHSA-x2xx-jw5m-5j86,Moderate
LIEF contains a segmentation violation,https://github.com/advisories/GHSA-2p5h-hpj4-fxgg,Moderate
LIEF vulnerable to heap based buffer overflow via print_binary function,https://github.com/advisories/GHSA-42vg-2q93-fj6j,High
LIEF vulnerable to heap based buffer overflow,https://github.com/advisories/GHSA-52xx-r3g2-p8jm,Moderate
rdiffweb vulnerable to Improper Restriction of Rendered UI Layers or Frames,https://github.com/advisories/GHSA-m379-x4xc-38x9,Critical
"MEI2Volpiano is vulnerable to XML External Entity (XXE), leading to a Denial of Service (DoS)",https://github.com/advisories/GHSA-6xm7-3cc5-47f9,High
Barbican authorization flaw before v14.0.0,https://github.com/advisories/GHSA-p2jg-q8hw-p7gc,High
Apache IoTDB Session Fixation vulnerability,https://github.com/advisories/GHSA-g6vm-3ch8-c6jq,Moderate
Apache Airflow Session Fixation vulnerability,https://github.com/advisories/GHSA-5ff8-7639-6v6g,Critical
Apache Airflow exposes arbitrary file content,https://github.com/advisories/GHSA-q8h9-pqcx-59hw,Moderate
Indy's NODE_UPGRADE transaction vulnerable to remote code execution,https://github.com/advisories/GHSA-r6v9-p59m-gj2p,High
python-scciclient vulnerable to Man-in-the-middle (MITM) attacks,https://github.com/advisories/GHSA-rf3f-3p37-2qh4,Critical
openstack-barbican Denial of Service vulnerability,https://github.com/advisories/GHSA-6p2h-rjj7-2j63,Moderate
sosreport Exposure of Sensitive Information vulnerability,https://github.com/advisories/GHSA-7pf9-7cff-f854,Moderate
NVFLARE unsafe deserialization due to Pickle,https://github.com/advisories/GHSA-6qv6-q77g-7qm6,Critical
Denial of service due to incorrect application of event authorization rules,https://github.com/advisories/GHSA-jhjh-776m-4765,High
python-oslo-utils has improper password parsing,https://github.com/advisories/GHSA-wmqq-r32m-87c5,Moderate
exotel-py includes code execution backdoor inserted by a third party,https://github.com/advisories/GHSA-cv6j-9835-p7fh,Critical
Openstack Keystone Incorrect Authorization vulnerability,https://github.com/advisories/GHSA-cc99-whm5-mmq3,Critical
Deluge Web-UI vulnerable to XSS through a crafted torrent file,https://github.com/advisories/GHSA-5c8p-qhch-qhx6,Moderate
VTK NULL pointer dereference vulnerability,https://github.com/advisories/GHSA-xfhg-9pjg-xg7g,High
Incorrect header handling in mod-wsgi,https://github.com/advisories/GHSA-7527-8855-9cf8,High
ansible-runner vulnerable to shell command injection,https://github.com/advisories/GHSA-6j58-grhv-2769,High
Uncontrolled Resource Consumption in asyncua and opcua,https://github.com/advisories/GHSA-mfpj-3qhm-976m,High
ansible-runner vulnerable to Race Condition,https://github.com/advisories/GHSA-772j-xvf9-qpf5,Moderate
ansible-runner has default temporary files written to world R/W locations,https://github.com/advisories/GHSA-wwch-cmqr-hhrm,Moderate
Unverified Password Change in OctoPrint,https://github.com/advisories/GHSA-39gf-864w-pxw4,Moderate
Regular expression denial of service in eth-account,https://github.com/advisories/GHSA-v65g-f3cj-fjp4,Moderate
Bots using py-cord as Discord API wrapper are vulnerable to shutdowns through remote code execution,https://github.com/advisories/GHSA-qmhj-m29v-gvmr,High
Remote code execution in Apache Airflow Docker's Provider,https://github.com/advisories/GHSA-746v-hfh2-xphm,High
OctoPrint does not have rate limiting on the login page,https://github.com/advisories/GHSA-5w5x-q9p5-9qg3,Low
django-sendfile2 before 0.7.0 contains reflected file download vulnerability,https://github.com/advisories/GHSA-pcjh-6r5h-r92r,High
mofh Vulnerable to Improper Restriction of XML External Entity Reference,https://github.com/advisories/GHSA-7r9x-qrpr-3cxw,Moderate
Django vulnerable to Reflected File Download attack,https://github.com/advisories/GHSA-8x94-hmjh-97hq,High
nbconvert vulnerable to cross-site scripting (XSS) via multiple exploit paths,https://github.com/advisories/GHSA-9jmq-rx5f-8jwq,Moderate
Streamlit directory traversal vulnerability,https://github.com/advisories/GHSA-v4hr-4jpx-56gc,Moderate
untangle vulnerable to XML Entity Expansion,https://github.com/advisories/GHSA-7xr3-6ggc-wc9p,High
untangle vulnerable to Improper Restriction of XML External Entity Reference,https://github.com/advisories/GHSA-f83q-2cp7-qrjg,High
sanic vulnerable to Path Traversal when using `app.static` if using encoded `%2F` URLs,https://github.com/advisories/GHSA-8cw9-5hmv-77w6,High
OpenStack Nova Changing vnic_type breaks compute service restart,https://github.com/advisories/GHSA-v725-c588-h936,Low
Fava vulnerable to reflected cross-site scripting,https://github.com/advisories/GHSA-6hcj-qrw3-m66q,Moderate
chia-blockchain tokens can be inflated to an arbitrary extent,https://github.com/advisories/GHSA-pvjg-jwp3-mrj5,High
Flask-AppBuilder before v4.1.3 allows inference of sensitive information through query strings,https://github.com/advisories/GHSA-32ff-4g79-vgfc,Low
Scrapy before 2.6.2 and 1.8.3 vulnerable to one proxy sending credentials to another,https://github.com/advisories/GHSA-9x8m-2xpf-crp3,Moderate
WMAgent arbitrary code execution via a crafted dbs-client package,https://github.com/advisories/GHSA-4vq7-8699-4xgc,Critical
WASM3 segmentation fault,https://github.com/advisories/GHSA-gq4p-4hxv-5rg9,Moderate
Fava vulnerable to Reflected Cross-site Scripting,https://github.com/advisories/GHSA-q8hg-3vqv-f8v3,Moderate
Fava time and filter parameters vulnerable to reflected Cross-site Scripting,https://github.com/advisories/GHSA-xrf4-39fm-j5f2,Moderate
Mistune vulnerable to catastrophic backtracking,https://github.com/advisories/GHSA-fw3v-x4f2-v673,High
Apache MXNet vulnerable to potential denial-of-service by excessive resource consumption,https://github.com/advisories/GHSA-xxj3-55p6-xg3h,High
Django REST framework XSS Vulnerability,https://github.com/advisories/GHSA-xqcf-hj92-967m,Moderate
Apache Spark UI can allow impersonation if ACLs enabled,https://github.com/advisories/GHSA-4x9r-j582-cgr8,High
Octobot mishandles Tentacles upload,https://github.com/advisories/GHSA-fr75-x856-q6j8,Critical
Workers for local Dask clusters mistakenly listened on public interfaces,https://github.com/advisories/GHSA-hwqr-f3v9-hwxr,Critical
OpenZeppelin Contracts for Cairo account cannot process transactions on Goerli,https://github.com/advisories/GHSA-8mjr-jr5h-q2xr,Moderate
Whoogle Search Cross-site Scripting via string parameter,https://github.com/advisories/GHSA-mxvc-fwgx-j778,Moderate
Codecov does not sanitize gcov arguments,https://github.com/advisories/GHSA-h3qr-fjhm-jphw,High
Ganga allows absolute path traversal,https://github.com/advisories/GHSA-7488-6x3r-23w5,Critical
Microsoft: CBC Padding Oracle in Azure Blob Storage Encryption Library,https://github.com/advisories/GHSA-64x4-9hc6-r2h6,Moderate
mat2 before 0.13.0 allows directory traversal during the ZIP archive cleaning process.,https://github.com/advisories/GHSA-f33p-9287-h552,High
ChainerRL Visualizer 0.1.1 vulnerable to Path Traversal via unsafe use of send_file function,https://github.com/advisories/GHSA-687h-86vc-5x59,Critical
Tooxie Shiva 0.10.0 allows absolute path traversal because Flask send_file function used unsafely,https://github.com/advisories/GHSA-qp72-96p2-g644,Critical
SatyaLab opendiamond 10.1.1 vulnerable to path traversal because Flask send_file function used unsafely,https://github.com/advisories/GHSA-x2pc-fqrw-hc7f,Critical
rpc.py vulnerable to Deserialization of Untrusted Data,https://github.com/advisories/GHSA-8rq8-f485-7v8x,Critical
Apache Superset allows authenticated users to access metadata they have no permission to,https://github.com/advisories/GHSA-748r-5r8q-273m,Moderate
Possible leak of key's raw field if declared length is incorrect,https://github.com/advisories/GHSA-hm37-9xh2-q499,Moderate
lxml NULL Pointer Dereference allows attackers to cause a denial of service,https://github.com/advisories/GHSA-wrxv-2j5q-m38w,Moderate
Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') in pycares,https://github.com/advisories/GHSA-c58j-88f5-h53f,Moderate
Incorrect handling of invalid surrogate pair characters,https://github.com/advisories/GHSA-wpqr-jcpx-745r,High
Potential double free of buffer during string decoding,https://github.com/advisories/GHSA-fm67-cv37-96ff,Moderate
Django `Trunc()` and `Extract()` database functions vulnerable to SQL Injection,https://github.com/advisories/GHSA-p64x-8rxx-wf6q,Critical
URL previews of unusual or maliciously-crafted pages can crash Synapse media repositories or Synapse monoliths,https://github.com/advisories/GHSA-22p3-qrh9-cx32,High
Open redirect in web2py,https://github.com/advisories/GHSA-cgrj-xjm7-9q27,Moderate
SystemDS CPU exhaustion vulnerability,https://github.com/advisories/GHSA-m43h-hfrq-x8wx,High
Salt's PAM auth fails to reject locked accounts,https://github.com/advisories/GHSA-fpxm-fprw-6hxj,High
Withdrawn: Denial of Service in aiohttp,https://github.com/advisories/GHSA-rwqr-c348-m5wr,Moderate
Unsafe yaml deserialization in NVFlare,https://github.com/advisories/GHSA-hrf3-622q-8366,Critical
Unsafe deserialisation in the PKI implementation scheme of NVFlare,https://github.com/advisories/GHSA-rcxc-3w2m-mp8h,Critical
Denial of Service in python-ldap,https://github.com/advisories/GHSA-qfr5-wjpw-q4c4,Moderate
CSV Injection in inventree,https://github.com/advisories/GHSA-9hx5-jmxv-x44q,High
XSS Vulnerability in Markdown Editor,https://github.com/advisories/GHSA-85q9-7467-r53q,High
Formula Injection in Exported Data,https://github.com/advisories/GHSA-7rq4-qcpw-74gq,Moderate
Unrestricted Attachment Upload,https://github.com/advisories/GHSA-fr2w-mp56-g4xp,High
Insufficient HTML Sanitization,https://github.com/advisories/GHSA-rm89-9g65-4ffr,High
Jupyter server Token bruteforcing,https://github.com/advisories/GHSA-q874-g24w-4q9g,High
Token bruteforcing.,https://github.com/advisories/GHSA-v7vq-3x77-87vg,Moderate
Command Injection in Nuitka,https://github.com/advisories/GHSA-4v3r-hqr9-69jf,High
Couchbase Sync Gateway admin credentials not verified when using X.509 client cert authentication,https://github.com/advisories/GHSA-9266-j9v3-q4j5,Critical
Cross Site Scripting vulnerability in django-jsonform's admin form.,https://github.com/advisories/GHSA-x9jp-4w8m-4f3c,High
OS Command Injection in cookiecutter,https://github.com/advisories/GHSA-f4q6-9qm4-h8j4,Critical
Backdoor in api-res-py,https://github.com/advisories/GHSA-6978-4w92-428p,Critical
Path Traversal in django-s3file,https://github.com/advisories/GHSA-4w8f-hjm9-xwgf,Critical
Multiple evaluation of contract address in call in vyper,https://github.com/advisories/GHSA-4v9q-cgpw-cf38,High
Authorization Bypass Through User-Controlled Key when using CILogonOAuthenticator oauthenticator,https://github.com/advisories/GHSA-r7v4-jwx9-wx43,Moderate
Access control issue in AlekSIS-Core,https://github.com/advisories/GHSA-76x2-h8h3-cwjg,Moderate
Denial of service in bottle,https://github.com/advisories/GHSA-xhp9-4947-rq78,Critical
Flower OAuth authentication bypass,https://github.com/advisories/GHSA-q4qm-xhf9-4p8f,High
Uncaught Exception (due to a data race) leads to process termination in Waitress,https://github.com/advisories/GHSA-f5x9-8jwc-25rw,High
Embedded Malicious Code in ctx,https://github.com/advisories/GHSA-67r3-h899-9w95,Critical
Phoenix-ws source code and data in extensions folder is publicly available,https://github.com/advisories/GHSA-c8f7-x2g7-7fxj,High
Buffer over-flow in Pillow,https://github.com/advisories/GHSA-hr8g-f6r6-mr22,High
Malware in ctx,https://github.com/advisories/GHSA-4g82-3jcr-q52w,Critical
`CHECK` failure in depthwise ops via overflows,https://github.com/advisories/GHSA-mw6j-hh29-h379,Moderate
Ansible Exposes Sensitive Information,https://github.com/advisories/GHSA-5rrg-rr89-x9mv,High
Apache Superset Stored XSS on Dashboard markdown,https://github.com/advisories/GHSA-w358-rj93-r5qv,Moderate
Apache Superset OS Command Injection,https://github.com/advisories/GHSA-cj7g-h7rf-h8j9,High
Key confusion through non-blocklisted public key formats,https://github.com/advisories/GHSA-ffqj-6fqr-9h24,High
Code injection in `saved_model_cli` in TensorFlow,https://github.com/advisories/GHSA-75c9-jrh4-79mc,High
Incomplete validation in signal ops leads to crashes in TensorFlow,https://github.com/advisories/GHSA-5889-7v45-q28m,Moderate
Core dump when loading TFLite models with quantization in TensorFlow,https://github.com/advisories/GHSA-8wwm-6264-x792,Moderate
Segfault if `tf.histogram_fixed_width` is called with NaN values in TensorFlow,https://github.com/advisories/GHSA-xrp2-fhq4-4q3w,Moderate
Heap buffer overflow due to incorrect hash function in TensorFlow,https://github.com/advisories/GHSA-hc2f-7r5r-r2hg,Moderate
Type confusion leading to `CHECK`-failure based denial of service in TensorFlow,https://github.com/advisories/GHSA-f4rr-5m7v-wxcw,Moderate
Segfault and OOB write due to incomplete validation in `EditDistance` in TensorFlow,https://github.com/advisories/GHSA-2r2f-g8mw-9gvr,High
Undefined behavior when users supply invalid resource handles,https://github.com/advisories/GHSA-5wpj-c6f7-24x8,Moderate
Missing validation results in undefined behavior in `SparseTensorDenseAdd,https://github.com/advisories/GHSA-rc9w-5c64-9vqq,Moderate
Segfault due to missing support for quantized types,https://github.com/advisories/GHSA-54ch-gjq5-4976,Moderate
Missing validation causes denial of service via `Conv3DBackpropFilterV2`,https://github.com/advisories/GHSA-hx9q-2mx4-m4pg,Moderate
Integer overflow in `SpaceToBatchND`,https://github.com/advisories/GHSA-jjm6-4vf7-cjh4,Moderate
Denial of service in `tf.ragged.constant` due to lack of validation,https://github.com/advisories/GHSA-cwpm-f78v-7m5c,Moderate
Missing validation results in undefined behavior in `QuantizedConv2D`,https://github.com/advisories/GHSA-pqhm-4wvf-2jg8,Moderate
Missing validation causes denial of service via `LSTMBlockCell`,https://github.com/advisories/GHSA-2vv3-56qg-g2cf,Moderate
Missing validation causes denial of service via `LoadAndRemapMatrix`,https://github.com/advisories/GHSA-p9rc-rmr5-529j,Moderate
Missing validation causes denial of service via `SparseTensorToCSRSparseMatrix`,https://github.com/advisories/GHSA-mg66-qvc5-rm93,Moderate
Missing validation causes denial of service via `UnsortedSegmentJoin`,https://github.com/advisories/GHSA-hrg5-737c-2p56,Moderate
Missing validation causes denial of service via `Conv3DBackpropFilterV2`,https://github.com/advisories/GHSA-5v77-j66x-4c4g,Moderate
Missing validation causes denial of service via `StagePeek`,https://github.com/advisories/GHSA-h48f-q7rw-hvr7,Moderate
Missing validation causes denial of service via `DeleteSessionTensor`,https://github.com/advisories/GHSA-h5g4-ppwx-48q2,Moderate
Missing validation crashes `QuantizeAndDequantizeV4Grad`,https://github.com/advisories/GHSA-h2wq-prv9-2f56,Moderate
Missing validation causes denial of service via `GetSessionTensor`,https://github.com/advisories/GHSA-fv25-wrff-wf86,Moderate
Plone XSS Vulnerability,https://github.com/advisories/GHSA-38g6-x6jv-jwff,Moderate
Ansible Code Injection Vulnerability,https://github.com/advisories/GHSA-66c7-5pwv-mm3j,Critical
Improper Verification of Cryptographic Signature in matrix-synapse,https://github.com/advisories/GHSA-cppw-2mf8-qpm5,High
Improper Authentication in pip,https://github.com/advisories/GHSA-c5h8-cq4v-cvfm,High
Numpy Deserialization of Untrusted Data,https://github.com/advisories/GHSA-9fq2-x9r6-wfmf,Critical
XML Injection in ReportLab,https://github.com/advisories/GHSA-qpg2-vx7j-3869,Critical
py-lmdb Invalid write operation,https://github.com/advisories/GHSA-pf3p-v9xp-mrvf,Critical
Asterix Heap-based Buffer Overflow,https://github.com/advisories/GHSA-6mmf-v5q7-vw2w,High
Improper Encoding or Escaping of Output in Apache Superset,https://github.com/advisories/GHSA-5fp8-c45m-256p,High
Apache Superset allowed for database connections password leak for authenticated users,https://github.com/advisories/GHSA-42q4-9xf9-f67x,High
Apache Superset Cross-site Scripting (XSS) vulnerability on the Explore page,https://github.com/advisories/GHSA-f8vc-f28w-x9c9,Moderate
Apache Superset SQL Injection when template processing is enabled,https://github.com/advisories/GHSA-pg8m-4p8j-2p56,High
Ops CLI Deserialization of Untrusted Data vulnerability,https://github.com/advisories/GHSA-x23q-4j9j-9cxw,Critical
furlongm openvpn-monitor command injection,https://github.com/advisories/GHSA-4258-vcjw-wwxx,High
furlongm openvpn-monitor allows Authorization Bypass to disconnect arbitrary clients,https://github.com/advisories/GHSA-5w5c-3g26-8mmc,High
furlongm openvpn-monitor allows CSRF to disconnect an arbitrary client,https://github.com/advisories/GHSA-vw35-c8hf-fwmq,Moderate
LIEF heap-buffer-overflow,https://github.com/advisories/GHSA-22x7-vwh9-5w4g,High
GNU Mailman Postorius Access Control Issues,https://github.com/advisories/GHSA-v83x-78q3-gr2j,Moderate
Missing Authentication for Critical Function in Apache Airflow,https://github.com/advisories/GHSA-h88f-r7cw-8fv3,Critical
Improper Authentication in SaltStack Salt,https://github.com/advisories/GHSA-xf37-qcvf-7m57,High
OpenStack Neutron Denial of Service vulnerability,https://github.com/advisories/GHSA-cpx3-696p-3cw9,High
AdaptiveScale LXDUI Hardcoded JWT Secret Key,https://github.com/advisories/GHSA-p4xh-4869-8vrg,Critical
OpenStack Neutron vulnerable to authenticated attackers reconfiguring dnsmasq via crafted extra_dhcp_opts value,https://github.com/advisories/GHSA-fh73-gjvg-349c,High
Mezzanine Cross Site Scripting (XSS) vulnerability,https://github.com/advisories/GHSA-fpv7-hx6r-9vcx,Moderate
OpenStack Neutron vulnerable to hardware address impersonation,https://github.com/advisories/GHSA-hvm4-mc7m-22w4,High
Lin-CMS-Flask vulnerable to Improper Authentication,https://github.com/advisories/GHSA-h6r2-pgvx-683c,Critical
Lin-CMS-Flask Cross Site Scripting (XSS) vulnerability,https://github.com/advisories/GHSA-rvf8-c35m-8289,Moderate
OpenStack Keystone allows information disclosure during account locking,https://github.com/advisories/GHSA-4225-97pr-rr52,High
Plone has stored XSS in folder contents,https://github.com/advisories/GHSA-qfhw-fv3g-v836,Moderate
Openstack Neutron has Insufficient Verification of IPv6 addresses,https://github.com/advisories/GHSA-w8hx-f868-pvch,High
Plone XSS in User Fullname Property and File Upload,https://github.com/advisories/GHSA-hprr-4vfq-fcxw,Moderate
OctoPrint Incorrect Access Control,https://github.com/advisories/GHSA-x9rq-fjp5-qgm9,High
OctoPrint API Error Messages vulnerable to XSS,https://github.com/advisories/GHSA-vcx4-fpmp-mvv6,Moderate
Command Injection in SaltStack Salt,https://github.com/advisories/GHSA-hcjf-rp5h-g5h3,High
StackStorm st2 Infinite Loop Condition,https://github.com/advisories/GHSA-39mj-fpg2-3jrg,High
Saltstack Salt Unauthenticated Arbitrary Code Execution,https://github.com/advisories/GHSA-pmj6-9f8c-8g2m,High
SaltStack Salt eauth tokens can be used once after expiration,https://github.com/advisories/GHSA-w2hr-3mc8-46gh,Critical
SaltStack Salt is vulnerable to shell injection via ProxyCommand argument,https://github.com/advisories/GHSA-8rp6-x3r7-5qw3,Critical
SaltStack Salt command injection in the Salt-API when using the Salt-SSH client,https://github.com/advisories/GHSA-ghc2-hx3w-jqmp,Critical
SaltStack Salt Improper Authentication vulnerability,https://github.com/advisories/GHSA-xxw3-765m-f37p,Critical
SaltStack Salt Cleartext Storage of Sensitive Information via cmdmod,https://github.com/advisories/GHSA-r55w-xph5-xvx2,Moderate
SaltStack Salt Server Side Template Injection,https://github.com/advisories/GHSA-xgmh-gfxw-2hvv,Critical
SaltStack Salt Directory Traversal vulnerability,https://github.com/advisories/GHSA-76x4-x3p6-rpr9,High
SaltStack Salt command injection via a crafted process name,https://github.com/advisories/GHSA-phhw-3wc9-8q75,High
SaltStack Salt Improper Certificate Validation,https://github.com/advisories/GHSA-w589-r335-4f55,High
SaltStack Salt Improper SSL Certificate Validation,https://github.com/advisories/GHSA-qx72-q6w3-qgc7,High
GramAddict bot uses dependency with reverse tcp backdoor,https://github.com/advisories/GHSA-q5h6-49gg-2wfg,High
NFStream Local Denial of Service (DoS),https://github.com/advisories/GHSA-whmq-cfm5-j8mj,Moderate
qlib Deserialization of Untrusted Data vulnerability,https://github.com/advisories/GHSA-hjr4-fhgp-23g9,Moderate
git-big-picture Code Execution,https://github.com/advisories/GHSA-x38j-4rr5-hqrj,Critical
Cross-Site Request Forgery in JupyterHub,https://github.com/advisories/GHSA-7xx3-qp5w-fw96,Moderate
ClusterLabs crmsh vulnerable to shell code injection,https://github.com/advisories/GHSA-99xx-83jm-h24m,High
jsonpickle unsafe deserialization,https://github.com/advisories/GHSA-j66q-qmrc-89rx,Critical
OpenStack Horizon Open redirect in workflow forms,https://github.com/advisories/GHSA-f8fh-xp28-q59m,Moderate
snapcraft Access Restriction Bypass,https://github.com/advisories/GHSA-qxm5-vx5j-pp6w,Moderate
Cabot Cross Site Scripting (XSS) vulnerability via Address column,https://github.com/advisories/GHSA-8q2h-4mq6-396j,Moderate
blosc2 heap-based buffer overflow,https://github.com/advisories/GHSA-8c7c-2c8j-3xfp,High
scikit-learn Denial of Service,https://github.com/advisories/GHSA-jxfp-4rvq-9h9m,High
Locust Stored Cross-site Scripting Vulnerability,https://github.com/advisories/GHSA-vqxw-9pg7-v7v9,Moderate
SaltStack Salt Command Injection in netapi ssh client,https://github.com/advisories/GHSA-qr38-h96j-2j3w,Critical
SaltStack Salt Improper Validation of eauth credentials and tokens in salt-netapi,https://github.com/advisories/GHSA-29j3-2446-5j4w,Critical
SaltStack Salt Allows creating certificates with weak file permissions,https://github.com/advisories/GHSA-3c56-vx6v-q5vh,Moderate
aptdaemon Information Disclosure via Improper Input Validation in Transaction class,https://github.com/advisories/GHSA-wpmr-q825-x4c6,Moderate
Duplicate Advisory: Unauthorized privilege escalation in Mod module,https://github.com/advisories/GHSA-q886-75m2-vff8,High
Cabot Cross Site Scripting (XSS) vulnerability via Endpoint column,https://github.com/advisories/GHSA-mqwh-r366-4224,Low
Integer overflow in the bundled Brotli C library,https://github.com/advisories/GHSA-5v8v-66v8-mwm7,Moderate
Scalyr Agent Missing SSL Certificate Validation,https://github.com/advisories/GHSA-w6xv-mf6f-r5f6,Critical
Scalyr Agent 2 Missing SSL Certificate Validation,https://github.com/advisories/GHSA-738x-v49g-p6hx,Critical
OpenStack Nova Live migration fails to update persistent domain XML,https://github.com/advisories/GHSA-c7w7-9c85-4qxv,High
bsdiff4 out-of-bounds write via patch file,https://github.com/advisories/GHSA-f8m3-jpxr-hm5x,High
rtslib-fb weak permissions for /etc/target/saveconfig.json file,https://github.com/advisories/GHSA-cpcw-p965-wpqx,High
OMERO-web Sensitive Data Exposure,https://github.com/advisories/GHSA-vwxv-frj6-fhc9,Moderate
OpenStack Mistral DoS,https://github.com/advisories/GHSA-443j-6p7g-6v4w,High
Openstack cinder Improper handling of ScaleIO backend credentials,https://github.com/advisories/GHSA-v3m2-pg96-w33m,High
meinheld vulnerable to HTTP Request Smuggling,https://github.com/advisories/GHSA-63h2-9cc8-fc7m,Moderate
scikit-learn Deserialization of Untrusted Data,https://github.com/advisories/GHSA-jjw5-xxj6-pcv5,Critical
Maltego incorrectly shares a MISP connection across users in a remote-transform use case,https://github.com/advisories/GHSA-fj35-m94r-9h4c,Critical
OpenStack Keystone does not check signature TTL of the EC2 credential auth method,https://github.com/advisories/GHSA-rqw2-hhrf-7936,Moderate
OpenStack Keystone V3 /credentials endpoint policy logic allows to change credentials owner or target project ID,https://github.com/advisories/GHSA-4427-7f3w-mqv6,High
OpenStack Keystone EC2 and/or credential endpoints are not protected from a scoped context,https://github.com/advisories/GHSA-chgw-36xv-47cw,High
